,esports_match_id,map_type,map_name,stat_name,stat_amount
570257,34631,ASSAULT,Temple of Anubis,Final Blows,9.0
570258,34631,ASSAULT,Temple of Anubis,Hero Damage Done,10365.61708
570259,34631,ASSAULT,Temple of Anubis,Melee Final Blows,1.0
570260,34631,ASSAULT,Temple of Anubis,Melee Percentage of Final Blows,0.111111111
570261,34631,ASSAULT,Temple of Anubis,Objective Kills,9.0
570262,34631,ASSAULT,Temple of Anubis,Objective Time,75.31300225
570263,34631,ASSAULT,Temple of Anubis,Offensive Assists,3.0
570264,34631,ASSAULT,Temple of Anubis,Time Alive,714.7500213999999
570265,34631,ASSAULT,Temple of Anubis,Time Building Ultimate,514.9020149
570266,34631,ASSAULT,Temple of Anubis,Time Elapsed per Ultimate Earned,110.5184183
570267,34631,ASSAULT,Temple of Anubis,Time Holding Ultimate,203.72000590000002
570269,34631,ASSAULT,Temple of Anubis,Ultimates Earned - Fractional,4.658970176
570270,34631,ASSAULT,Temple of Anubis,Ultimates Used,4.0
570306,34631,ASSAULT,Temple of Anubis,All Damage Done,13285.29699
570307,34631,ASSAULT,Temple of Anubis,Assists,14.0
570308,34631,ASSAULT,Temple of Anubis,Average Time Alive,140.9472043
570309,34631,ASSAULT,Temple of Anubis,Barrier Damage Done,7987.331315
570310,34631,ASSAULT,Temple of Anubis,Damage - Quick Melee,90.0
570311,34631,ASSAULT,Temple of Anubis,Damage Done,4928.836708
570312,34631,ASSAULT,Temple of Anubis,Damage Taken,2901.724612
570313,34631,ASSAULT,Temple of Anubis,Deaths,3.0
570314,34631,ASSAULT,Temple of Anubis,Defensive Assists,28.0
570315,34631,ASSAULT,Temple of Anubis,Eliminations,21.0
570316,34631,ASSAULT,Temple of Anubis,Final Blows,7.0
570317,34631,ASSAULT,Temple of Anubis,Healing Done,11295.7597
570318,34631,ASSAULT,Temple of Anubis,Hero Damage Done,4928.836708
570319,34631,ASSAULT,Temple of Anubis,Multikills,1.0
570320,34631,ASSAULT,Temple of Anubis,Objective Kills,8.0
570321,34631,ASSAULT,Temple of Anubis,Objective Time,26.15900078
570322,34631,ASSAULT,Temple of Anubis,Offensive Assists,1.0
570323,34631,ASSAULT,Temple of Anubis,Shots Fired,981.0
570324,34631,ASSAULT,Temple of Anubis,Time Alive,704.7360213999999
570325,34631,ASSAULT,Temple of Anubis,Time Building Ultimate,503.67101449999996
570326,34631,ASSAULT,Temple of Anubis,Time Elapsed per Ultimate Earned,80.2599961
570327,34631,ASSAULT,Temple of Anubis,Time Holding Ultimate,178.3980051
570329,34631,ASSAULT,Temple of Anubis,Ultimates Earned - Fractional,6.275492636
570330,34631,ASSAULT,Temple of Anubis,Ultimates Used,5.0
570331,34631,ASSAULT,Temple of Anubis,Weapon Accuracy,0.35669781899999997
571047,34631,PAYLOAD,Junkertown,All Damage Done,9480.182549
571048,34631,PAYLOAD,Junkertown,Assists,23.0
571049,34631,PAYLOAD,Junkertown,Average Time Alive,60.33676649
571050,34631,PAYLOAD,Junkertown,Barrier Damage Done,4636.0
571051,34631,PAYLOAD,Junkertown,Damage - Quick Melee,177.6900415
571052,34631,PAYLOAD,Junkertown,Damage Done,4519.622589
571053,34631,PAYLOAD,Junkertown,Damage Taken,6574.346922
571054,34631,PAYLOAD,Junkertown,Deaths,13.0
571055,34631,PAYLOAD,Junkertown,Defensive Assists,24.0
571056,34631,PAYLOAD,Junkertown,Eliminations,30.0
571057,34631,PAYLOAD,Junkertown,Final Blows,7.0
571058,34631,PAYLOAD,Junkertown,Healing Done,9691.542251
571059,34631,PAYLOAD,Junkertown,Hero Damage Done,4519.622589
571060,34631,PAYLOAD,Junkertown,Knockback Kills,17.0
571061,34631,PAYLOAD,Junkertown,Melee Final Blows,2.0
571062,34631,PAYLOAD,Junkertown,Melee Percentage of Final Blows,0.28571428600000004
571063,34631,PAYLOAD,Junkertown,Objective Kills,10.0
571064,34631,PAYLOAD,Junkertown,Objective Time,119.01500359999999
571065,34631,PAYLOAD,Junkertown,Offensive Assists,32.0
571066,34631,PAYLOAD,Junkertown,Shots Fired,1190.0
571067,34631,PAYLOAD,Junkertown,Time Alive,1025.72503
571068,34631,PAYLOAD,Junkertown,Time Building Ultimate,1009.9470289999999
571069,34631,PAYLOAD,Junkertown,Time Elapsed per Ultimate Earned,166.4444772
571070,34631,PAYLOAD,Junkertown,Time Holding Ultimate,113.08200330000001
571072,34631,PAYLOAD,Junkertown,Ultimates Earned - Fractional,6.067771345
571073,34631,PAYLOAD,Junkertown,Ultimates Used,5.0
571074,34631,PAYLOAD,Junkertown,Weapon Accuracy,0.19663512100000002
571126,34631,PAYLOAD,Junkertown,All Damage Done,21165.28726
571127,34631,PAYLOAD,Junkertown,Assists,18.0
571128,34631,PAYLOAD,Junkertown,Average Time Alive,104.92481570000001
571129,34631,PAYLOAD,Junkertown,Barrier Damage Done,7797.400976999999
571130,34631,PAYLOAD,Junkertown,Damage - Quick Melee,230.0
571131,34631,PAYLOAD,Junkertown,Damage Done,12858.360779999999
571132,34631,PAYLOAD,Junkertown,Damage Taken,4547.519282
571133,34631,PAYLOAD,Junkertown,Deaths,11.0
571134,34631,PAYLOAD,Junkertown,Eliminations,39.0
571135,34631,PAYLOAD,Junkertown,Environmental Deaths,1.0
571136,34631,PAYLOAD,Junkertown,Final Blows,21.0
571137,34631,PAYLOAD,Junkertown,Hero Damage Done,12858.360779999999
571138,34631,PAYLOAD,Junkertown,Melee Final Blows,1.0
571139,34631,PAYLOAD,Junkertown,Melee Percentage of Final Blows,0.047619048
571140,34631,PAYLOAD,Junkertown,Multikills,2.0
571141,34631,PAYLOAD,Junkertown,Objective Kills,12.0
571142,34631,PAYLOAD,Junkertown,Objective Time,103.09000309999999
571143,34631,PAYLOAD,Junkertown,Recon Assists,2.0
571144,34631,PAYLOAD,Junkertown,Shots Fired,1365.0
571145,34631,PAYLOAD,Junkertown,Solo Kills,4.0
571146,34631,PAYLOAD,Junkertown,Time Alive,1058.540032
571147,34631,PAYLOAD,Junkertown,Time Building Ultimate,977.7570288999999
571148,34631,PAYLOAD,Junkertown,Time Elapsed per Ultimate Earned,106.32778090000001
571149,34631,PAYLOAD,Junkertown,Time Holding Ultimate,153.83200459999998
571151,34631,PAYLOAD,Junkertown,Ultimates Earned - Fractional,9.19568734
571152,34631,PAYLOAD,Junkertown,Ultimates Used,4.0
571153,34631,PAYLOAD,Junkertown,Weapon Accuracy,0.465594281
571314,34631,PAYLOAD,Junkertown,All Damage Done,13371.03794
571315,34631,PAYLOAD,Junkertown,Assists,19.0
571316,34631,PAYLOAD,Junkertown,Average Time Alive,52.87531739
571317,34631,PAYLOAD,Junkertown,Barrier Damage Done,5678.458946
571318,34631,PAYLOAD,Junkertown,Damage Blocked,42521.33900000001
571319,34631,PAYLOAD,Junkertown,Damage Done,6802.578990999999
571320,34631,PAYLOAD,Junkertown,Damage Taken,20187.25417
571321,34631,PAYLOAD,Junkertown,Deaths,16.0
571322,34631,PAYLOAD,Junkertown,Eliminations,23.0
571323,34631,PAYLOAD,Junkertown,Final Blows,4.0
571324,34631,PAYLOAD,Junkertown,Hero Damage Done,6802.578990999999
571325,34631,PAYLOAD,Junkertown,Objective Kills,7.0
571326,34631,PAYLOAD,Junkertown,Objective Time,171.4310051
571327,34631,PAYLOAD,Junkertown,Offensive Assists,2.0
571328,34631,PAYLOAD,Junkertown,Solo Kills,1.0
571329,34631,PAYLOAD,Junkertown,Time Alive,1004.6310300000001
571330,34631,PAYLOAD,Junkertown,Time Building Ultimate,1026.252031
571331,34631,PAYLOAD,Junkertown,Time Elapsed per Ultimate Earned,140.77866980000002
571332,34631,PAYLOAD,Junkertown,Time Holding Ultimate,120.51400359999998
571334,34631,PAYLOAD,Junkertown,Ultimates Earned - Fractional,7.289826166
571335,34631,PAYLOAD,Junkertown,Ultimates Used,6.0
571373,34631,PAYLOAD,Junkertown,All Damage Done,51094.0286
571374,34631,PAYLOAD,Junkertown,Assists,27.0
571375,34631,PAYLOAD,Junkertown,Average Time Alive,62.18958522
571376,34631,PAYLOAD,Junkertown,Barrier Damage Done,8564.383481
571377,34631,PAYLOAD,Junkertown,Damage - Quick Melee,240.0
571378,34631,PAYLOAD,Junkertown,Damage Blocked,5133.715203
571379,34631,PAYLOAD,Junkertown,Damage Done,8736.18564
571380,34631,PAYLOAD,Junkertown,Damage Taken,9210.303425
571381,34631,PAYLOAD,Junkertown,Deaths,13.0
571382,34631,PAYLOAD,Junkertown,Eliminations,38.0
571383,34631,PAYLOAD,Junkertown,Final Blows,11.0
571384,34631,PAYLOAD,Junkertown,Healing Done,573.8687446
571385,34631,PAYLOAD,Junkertown,Hero Damage Done,8736.18564
571386,34631,PAYLOAD,Junkertown,Melee Final Blows,1.0
571387,34631,PAYLOAD,Junkertown,Melee Percentage of Final Blows,0.090909091
571388,34631,PAYLOAD,Junkertown,Multikills,1.0
571389,34631,PAYLOAD,Junkertown,Objective Kills,12.0
571390,34631,PAYLOAD,Junkertown,Objective Time,192.60200580000003
571391,34631,PAYLOAD,Junkertown,Offensive Assists,2.0
571392,34631,PAYLOAD,Junkertown,Shots Fired,2934.0
571393,34631,PAYLOAD,Junkertown,Time Alive,1042.959032
571394,34631,PAYLOAD,Junkertown,Time Building Ultimate,1071.302032
571395,34631,PAYLOAD,Junkertown,Time Elapsed per Ultimate Earned,108.44046709999999
571396,34631,PAYLOAD,Junkertown,Time Holding Ultimate,76.16600229999999
571398,34631,PAYLOAD,Junkertown,Ultimates Earned - Fractional,9.879172049
571399,34631,PAYLOAD,Junkertown,Ultimates Used,6.0
571400,34631,PAYLOAD,Junkertown,Weapon Accuracy,0.379590094
571496,34631,PAYLOAD,Junkertown,All Damage Done,27444.44457
571497,34631,PAYLOAD,Junkertown,Assists,22.0
571498,34631,PAYLOAD,Junkertown,Average Time Alive,69.17200207
571499,34631,PAYLOAD,Junkertown,Barrier Damage Done,13617.279669999998
571500,34631,PAYLOAD,Junkertown,Damage - Quick Melee,593.2844391
571501,34631,PAYLOAD,Junkertown,Damage Blocked,30409.64307
571502,34631,PAYLOAD,Junkertown,Damage Done,13040.67893
571503,34631,PAYLOAD,Junkertown,Damage Taken,15959.91266
571504,34631,PAYLOAD,Junkertown,Deaths,14.0
571505,34631,PAYLOAD,Junkertown,Eliminations,41.0
571506,34631,PAYLOAD,Junkertown,Final Blows,19.0
571507,34631,PAYLOAD,Junkertown,Hero Damage Done,13040.67893
571508,34631,PAYLOAD,Junkertown,Melee Final Blows,4.0
571509,34631,PAYLOAD,Junkertown,Melee Percentage of Final Blows,0.21052631600000002
571510,34631,PAYLOAD,Junkertown,Multikills,1.0
571511,34631,PAYLOAD,Junkertown,Objective Kills,16.0
571512,34631,PAYLOAD,Junkertown,Objective Time,379.61501139999996
571513,34631,PAYLOAD,Junkertown,Offensive Assists,7.0
571514,34631,PAYLOAD,Junkertown,Solo Kills,1.0
571515,34631,PAYLOAD,Junkertown,Time Alive,1037.580031
571516,34631,PAYLOAD,Junkertown,Time Building Ultimate,1053.098031
571517,34631,PAYLOAD,Junkertown,Time Elapsed per Ultimate Earned,131.8962338
571518,34631,PAYLOAD,Junkertown,Time Holding Ultimate,85.16000247
571520,34631,PAYLOAD,Junkertown,Ultimates Earned - Fractional,7.984291896
571521,34631,PAYLOAD,Junkertown,Ultimates Used,6.0
571559,34631,PAYLOAD,Junkertown,All Damage Done,17175.08125
571560,34631,PAYLOAD,Junkertown,Assists,21.0
571561,34631,PAYLOAD,Junkertown,Average Time Alive,49.1905924
571562,34631,PAYLOAD,Junkertown,Barrier Damage Done,9446.874343000001
571563,34631,PAYLOAD,Junkertown,Damage - Quick Melee,78.0
571564,34631,PAYLOAD,Junkertown,Damage Done,7171.93658
571565,34631,PAYLOAD,Junkertown,Damage Taken,5403.713298
571566,34631,PAYLOAD,Junkertown,Deaths,9.0
571567,34631,PAYLOAD,Junkertown,Defensive Assists,29.0
571568,34631,PAYLOAD,Junkertown,Eliminations,29.0
571569,34631,PAYLOAD,Junkertown,Final Blows,8.0
571570,34631,PAYLOAD,Junkertown,Healing Done,17061.53905
571571,34631,PAYLOAD,Junkertown,Hero Damage Done,7171.93658
571572,34631,PAYLOAD,Junkertown,Multikills,1.0
571573,34631,PAYLOAD,Junkertown,Objective Kills,6.0
571574,34631,PAYLOAD,Junkertown,Objective Time,153.10000459999998
571575,34631,PAYLOAD,Junkertown,Offensive Assists,6.0
571576,34631,PAYLOAD,Junkertown,Shots Fired,1369.0
571577,34631,PAYLOAD,Junkertown,Solo Kills,1.0
571578,34631,PAYLOAD,Junkertown,Time Alive,1077.223033
571579,34631,PAYLOAD,Junkertown,Time Building Ultimate,949.6300276000001
571580,34631,PAYLOAD,Junkertown,Time Elapsed per Ultimate Earned,93.12553805
571581,34631,PAYLOAD,Junkertown,Time Holding Ultimate,138.4270041
571583,34631,PAYLOAD,Junkertown,Ultimates Earned - Fractional,10.19731051
571584,34631,PAYLOAD,Junkertown,Ultimates Used,7.0
571585,34631,PAYLOAD,Junkertown,Weapon Accuracy,0.30995935
578030,34623,CONTROL,Oasis,All Damage Done,10774.47358
578031,34623,CONTROL,Oasis,Assists,19.0
578032,34623,CONTROL,Oasis,Average Time Alive,74.00950224
578033,34623,CONTROL,Oasis,Barrier Damage Done,5461.692811999999
578034,34623,CONTROL,Oasis,Damage - Quick Melee,120.0
578035,34623,CONTROL,Oasis,Damage Blocked,11706.571609999999
578036,34623,CONTROL,Oasis,Damage Done,4718.223489999999
578037,34623,CONTROL,Oasis,Damage Taken,9412.657539
578038,34623,CONTROL,Oasis,Deaths,3.0
578039,34623,CONTROL,Oasis,Eliminations,22.0
578040,34623,CONTROL,Oasis,Final Blows,3.0
578041,34623,CONTROL,Oasis,Hero Damage Done,4718.223489999999
578042,34623,CONTROL,Oasis,Knockback Kills,6.0
578043,34623,CONTROL,Oasis,Multikills,1.0
578044,34623,CONTROL,Oasis,Objective Kills,7.0
578045,34623,CONTROL,Oasis,Objective Time,32.19300096
578046,34623,CONTROL,Oasis,Offensive Assists,3.0
578047,34623,CONTROL,Oasis,Shots Fired,1237.0
578048,34623,CONTROL,Oasis,Time Alive,439.5970133
578049,34623,CONTROL,Oasis,Time Building Ultimate,342.0960101
578050,34623,CONTROL,Oasis,Time Elapsed per Ultimate Earned,106.4633399
578051,34623,CONTROL,Oasis,Time Holding Ultimate,112.01000330000001
578053,34623,CONTROL,Oasis,Ultimates Earned - Fractional,3.2132752019999997
578054,34623,CONTROL,Oasis,Ultimates Used,2.0
578055,34623,CONTROL,Oasis,Weapon Accuracy,0.350540216
578160,34623,CONTROL,Oasis,All Damage Done,16759.31418
578161,34623,CONTROL,Oasis,Assists,13.0
578162,34623,CONTROL,Oasis,Average Time Alive,113.1502534
578163,34623,CONTROL,Oasis,Barrier Damage Done,6952.180886
578164,34623,CONTROL,Oasis,Damage Done,9644.666792
578165,34623,CONTROL,Oasis,Damage Taken,2858.4225760000004
578166,34623,CONTROL,Oasis,Deaths,2.0
578167,34623,CONTROL,Oasis,Eliminations,26.0
578168,34623,CONTROL,Oasis,Final Blows,13.0
578169,34623,CONTROL,Oasis,Healing Done,343.9867955
578170,34623,CONTROL,Oasis,Hero Damage Done,9644.666792
578171,34623,CONTROL,Oasis,Knockback Kills,1.0
578172,34623,CONTROL,Oasis,Multikills,1.0
578173,34623,CONTROL,Oasis,Objective Kills,8.0
578174,34623,CONTROL,Oasis,Objective Time,35.53200106
578175,34623,CONTROL,Oasis,Shots Fired,1652.0
578176,34623,CONTROL,Oasis,Time Alive,452.6010137
578177,34623,CONTROL,Oasis,Time Building Ultimate,438.5070127
578178,34623,CONTROL,Oasis,Time Elapsed per Ultimate Earned,101.91078590000001
578179,34623,CONTROL,Oasis,Time Holding Ultimate,31.064000899999996
578181,34623,CONTROL,Oasis,Ultimates Earned - Fractional,4.302851841
578182,34623,CONTROL,Oasis,Ultimates Used,4.0
578183,34623,CONTROL,Oasis,Weapon Accuracy,0.369801085
578263,34623,CONTROL,Oasis,All Damage Done,7511.673401999999
578264,34623,CONTROL,Oasis,Assists,15.0
578265,34623,CONTROL,Oasis,Average Time Alive,111.6748783
578266,34623,CONTROL,Oasis,Barrier Damage Done,3197.05138
578267,34623,CONTROL,Oasis,Damage - Quick Melee,30.0
578268,34623,CONTROL,Oasis,Damage Done,4272.622022
578269,34623,CONTROL,Oasis,Damage Taken,3482.523022
578270,34623,CONTROL,Oasis,Deaths,4.0
578271,34623,CONTROL,Oasis,Defensive Assists,27.0
578272,34623,CONTROL,Oasis,Eliminations,21.0
578273,34623,CONTROL,Oasis,Final Blows,6.0
578274,34623,CONTROL,Oasis,Healing Done,7351.568278
578275,34623,CONTROL,Oasis,Hero Damage Done,4272.622022
578276,34623,CONTROL,Oasis,Multikills,1.0
578277,34623,CONTROL,Oasis,Objective Kills,2.0
578278,34623,CONTROL,Oasis,Objective Time,29.16200087
578279,34623,CONTROL,Oasis,Offensive Assists,13.0
578280,34623,CONTROL,Oasis,Shots Fired,571.0
578281,34623,CONTROL,Oasis,Time Alive,430.8560129
578282,34623,CONTROL,Oasis,Time Building Ultimate,361.76401039999996
578283,34623,CONTROL,Oasis,Time Elapsed per Ultimate Earned,85.4413753
578284,34623,CONTROL,Oasis,Time Holding Ultimate,83.77200245
578286,34623,CONTROL,Oasis,Ultimates Earned - Fractional,4.234061182
578287,34623,CONTROL,Oasis,Ultimates Used,3.0
578288,34623,CONTROL,Oasis,Weapon Accuracy,0.269067797
578376,34623,CONTROL,Oasis,All Damage Done,8650.069191
578377,34623,CONTROL,Oasis,Assists,12.0
578378,34623,CONTROL,Oasis,Average Time Alive,44.72530135
578379,34623,CONTROL,Oasis,Barrier Damage Done,2994.277605
578380,34623,CONTROL,Oasis,Damage - Quick Melee,55.0
578381,34623,CONTROL,Oasis,Damage Blocked,12354.97898
578382,34623,CONTROL,Oasis,Damage Done,5452.315512
578383,34623,CONTROL,Oasis,Damage Taken,6873.708012
578384,34623,CONTROL,Oasis,Deaths,4.0
578385,34623,CONTROL,Oasis,Eliminations,15.0
578386,34623,CONTROL,Oasis,Final Blows,3.0
578387,34623,CONTROL,Oasis,Hero Damage Done,5452.315512
578388,34623,CONTROL,Oasis,Objective Kills,2.0
578389,34623,CONTROL,Oasis,Objective Time,32.84400098
578390,34623,CONTROL,Oasis,Offensive Assists,6.0
578391,34623,CONTROL,Oasis,Time Alive,429.617013
578392,34623,CONTROL,Oasis,Time Building Ultimate,421.8480123
578393,34623,CONTROL,Oasis,Time Elapsed per Ultimate Earned,116.20755729999999
578394,34623,CONTROL,Oasis,Time Holding Ultimate,42.28400124
578396,34623,CONTROL,Oasis,Ultimates Earned - Fractional,3.630125459
578397,34623,CONTROL,Oasis,Ultimates Used,3.0
578440,34623,CONTROL,Oasis,All Damage Done,5969.018112
578441,34623,CONTROL,Oasis,Assists,9.0
578442,34623,CONTROL,Oasis,Average Time Alive,112.7675034
578443,34623,CONTROL,Oasis,Barrier Damage Done,3427.760832
578444,34623,CONTROL,Oasis,Damage - Quick Melee,87.28401947
578445,34623,CONTROL,Oasis,Damage Done,2496.2572800000003
578446,34623,CONTROL,Oasis,Damage Taken,1676.341813
578447,34623,CONTROL,Oasis,Deaths,3.0
578448,34623,CONTROL,Oasis,Defensive Assists,18.0
578449,34623,CONTROL,Oasis,Eliminations,14.0
578450,34623,CONTROL,Oasis,Environmental Kills,1.0
578451,34623,CONTROL,Oasis,Final Blows,4.0
578452,34623,CONTROL,Oasis,Healing Done,9088.632868
578453,34623,CONTROL,Oasis,Hero Damage Done,2496.2572800000003
578454,34623,CONTROL,Oasis,Knockback Kills,6.0
578455,34623,CONTROL,Oasis,Melee Final Blows,1.0
578456,34623,CONTROL,Oasis,Melee Percentage of Final Blows,0.25
578457,34623,CONTROL,Oasis,Multikills,1.0
578458,34623,CONTROL,Oasis,Objective Kills,1.0
578459,34623,CONTROL,Oasis,Objective Time,12.54400038
578460,34623,CONTROL,Oasis,Offensive Assists,15.0
578461,34623,CONTROL,Oasis,Shots Fired,485.0
578462,34623,CONTROL,Oasis,Solo Kills,1.0
578463,34623,CONTROL,Oasis,Time Alive,439.58801320000003
578464,34623,CONTROL,Oasis,Time Building Ultimate,417.93101210000003
578465,34623,CONTROL,Oasis,Time Elapsed per Ultimate Earned,93.27539934
578466,34623,CONTROL,Oasis,Time Holding Ultimate,15.15100044
578468,34623,CONTROL,Oasis,Ultimates Earned - Fractional,4.480613485
578469,34623,CONTROL,Oasis,Ultimates Used,4.0
578470,34623,CONTROL,Oasis,Weapon Accuracy,0.285276074
578568,34623,CONTROL,Oasis,All Damage Done,10182.706240000001
578569,34623,CONTROL,Oasis,Assists,21.0
578570,34623,CONTROL,Oasis,Average Time Alive,56.58687671
578571,34623,CONTROL,Oasis,Barrier Damage Done,2809.473188
578572,34623,CONTROL,Oasis,Damage - Quick Melee,246.7900028
578573,34623,CONTROL,Oasis,Damage Done,6415.361063
578574,34623,CONTROL,Oasis,Damage Taken,2148.175516
578575,34623,CONTROL,Oasis,Deaths,3.0
578576,34623,CONTROL,Oasis,Eliminations,35.0
578577,34623,CONTROL,Oasis,Final Blows,14.0
578578,34623,CONTROL,Oasis,Hero Damage Done,6415.361063
578579,34623,CONTROL,Oasis,Melee Final Blows,1.0
578580,34623,CONTROL,Oasis,Melee Percentage of Final Blows,0.071428571
578581,34623,CONTROL,Oasis,Multikills,1.0
578582,34623,CONTROL,Oasis,Objective Kills,7.0
578583,34623,CONTROL,Oasis,Objective Time,50.91800152
578584,34623,CONTROL,Oasis,Shots Fired,3248.0
578585,34623,CONTROL,Oasis,Time Alive,442.59401339999994
578586,34623,CONTROL,Oasis,Time Building Ultimate,381.7520113
578587,34623,CONTROL,Oasis,Time Elapsed per Ultimate Earned,72.00443492
578588,34623,CONTROL,Oasis,Time Holding Ultimate,90.04800268
578590,34623,CONTROL,Oasis,Ultimates Earned - Fractional,5.301784699
578591,34623,CONTROL,Oasis,Ultimates Used,4.0
578592,34623,CONTROL,Oasis,Weapon Accuracy,0.39575081
579289,34623,HYBRID,King's Row,All Damage Done,16971.11481
579290,34623,HYBRID,King's Row,Assists,16.0
579291,34623,HYBRID,King's Row,Average Time Alive,34.50762605
579292,34623,HYBRID,King's Row,Barrier Damage Done,6133.297798
579293,34623,HYBRID,King's Row,Damage Blocked,32438.38787
579294,34623,HYBRID,King's Row,Damage Done,9890.317014
579295,34623,HYBRID,King's Row,Damage Taken,17960.63144
579296,34623,HYBRID,King's Row,Deaths,11.0
579297,34623,HYBRID,King's Row,Eliminations,26.0
579298,34623,HYBRID,King's Row,Final Blows,10.0
579299,34623,HYBRID,King's Row,Hero Damage Done,9890.317014
579300,34623,HYBRID,King's Row,Knockback Kills,2.0
579301,34623,HYBRID,King's Row,Objective Kills,11.0
579302,34623,HYBRID,King's Row,Objective Time,76.23600228
579303,34623,HYBRID,King's Row,Offensive Assists,1.0
579304,34623,HYBRID,King's Row,Time Alive,815.3240247
579305,34623,HYBRID,King's Row,Time Building Ultimate,711.0290211
579306,34623,HYBRID,King's Row,Time Elapsed per Ultimate Earned,126.497006
579307,34623,HYBRID,King's Row,Time Holding Ultimate,195.8240058
579309,34623,HYBRID,King's Row,Ultimates Earned - Fractional,5.620915813
579310,34623,HYBRID,King's Row,Ultimates Used,5.0
579352,34623,HYBRID,King's Row,All Damage Done,52174.073939999995
579353,34623,HYBRID,King's Row,Assists,15.0
579354,34623,HYBRID,King's Row,Average Time Alive,49.14475149
579355,34623,HYBRID,King's Row,Barrier Damage Done,5831.385188
579356,34623,HYBRID,King's Row,Damage Blocked,6303.092866
579357,34623,HYBRID,King's Row,Damage Done,5036.729098
579358,34623,HYBRID,King's Row,Damage Taken,7582.6083659999995
579359,34623,HYBRID,King's Row,Deaths,13.0
579360,34623,HYBRID,King's Row,Eliminations,23.0
579361,34623,HYBRID,King's Row,Final Blows,8.0
579362,34623,HYBRID,King's Row,Healing Done,955.7712583999999
579363,34623,HYBRID,King's Row,Hero Damage Done,5036.729098
579364,34623,HYBRID,King's Row,Objective Kills,6.0
579365,34623,HYBRID,King's Row,Objective Time,40.57300122
579366,34623,HYBRID,King's Row,Offensive Assists,7.0
579367,34623,HYBRID,King's Row,Shots Fired,220.0
579368,34623,HYBRID,King's Row,Solo Kills,2.0
579369,34623,HYBRID,King's Row,Time Alive,786.3160238
579370,34623,HYBRID,King's Row,Time Building Ultimate,812.202024
579371,34623,HYBRID,King's Row,Time Elapsed per Ultimate Earned,145.3835584
579372,34623,HYBRID,King's Row,Time Holding Ultimate,90.01300269
579374,34623,HYBRID,King's Row,Ultimates Earned - Fractional,5.586615385
579375,34623,HYBRID,King's Row,Ultimates Used,3.0
579376,34623,HYBRID,King's Row,Weapon Accuracy,0.24675324699999998
579421,34623,HYBRID,King's Row,All Damage Done,26007.65668
579422,34623,HYBRID,King's Row,Assists,14.0
579423,34623,HYBRID,King's Row,Average Time Alive,71.14925216
579424,34623,HYBRID,King's Row,Barrier Damage Done,8764.829431
579425,34623,HYBRID,King's Row,Damage - Quick Melee,30.0
579426,34623,HYBRID,King's Row,Damage Done,16390.3222
579427,34623,HYBRID,King's Row,Damage Taken,4042.767009
579428,34623,HYBRID,King's Row,Deaths,9.0
579429,34623,HYBRID,King's Row,Eliminations,32.0
579430,34623,HYBRID,King's Row,Final Blows,18.0
579431,34623,HYBRID,King's Row,Hero Damage Done,16390.3222
579432,34623,HYBRID,King's Row,Knockback Kills,2.0
579433,34623,HYBRID,King's Row,Multikills,1.0
579434,34623,HYBRID,King's Row,Objective Kills,11.0
579435,34623,HYBRID,King's Row,Objective Time,32.80900098
579436,34623,HYBRID,King's Row,Shots Fired,409.0
579437,34623,HYBRID,King's Row,Solo Kills,6.0
579438,34623,HYBRID,King's Row,Time Alive,832.1040252
579439,34623,HYBRID,King's Row,Time Building Ultimate,834.3170241
579440,34623,HYBRID,King's Row,Time Elapsed per Ultimate Earned,110.4024508
579441,34623,HYBRID,King's Row,Time Holding Ultimate,85.0250025
579443,34623,HYBRID,King's Row,Ultimates Earned - Fractional,7.557051658
579444,34623,HYBRID,King's Row,Ultimates Used,6.0
579445,34623,HYBRID,King's Row,Weapon Accuracy,0.521912351
579530,34623,HYBRID,King's Row,All Damage Done,6165.94015
579531,34623,HYBRID,King's Row,Assists,15.0
579532,34623,HYBRID,King's Row,Average Time Alive,67.87116869
579533,34623,HYBRID,King's Row,Barrier Damage Done,2911.619967
579534,34623,HYBRID,King's Row,Damage Done,3242.070183
579535,34623,HYBRID,King's Row,Damage Taken,4961.685871
579536,34623,HYBRID,King's Row,Deaths,11.0
579537,34623,HYBRID,King's Row,Defensive Assists,17.0
579538,34623,HYBRID,King's Row,Eliminations,16.0
579539,34623,HYBRID,King's Row,Final Blows,1.0
579540,34623,HYBRID,King's Row,Healing Done,15423.090419999999
579541,34623,HYBRID,King's Row,Hero Damage Done,3242.070183
579542,34623,HYBRID,King's Row,Objective Kills,9.0
579543,34623,HYBRID,King's Row,Objective Time,144.3330044
579544,34623,HYBRID,King's Row,Offensive Assists,14.0
579545,34623,HYBRID,King's Row,Shots Fired,525.0
579546,34623,HYBRID,King's Row,Time Alive,814.4540243
579547,34623,HYBRID,King's Row,Time Building Ultimate,732.9150211
579548,34623,HYBRID,King's Row,Time Elapsed per Ultimate Earned,90.22332161
579549,34623,HYBRID,King's Row,Time Holding Ultimate,141.098004
579551,34623,HYBRID,King's Row,Ultimates Earned - Fractional,8.123343366
579552,34623,HYBRID,King's Row,Ultimates Used,7.0
579553,34623,HYBRID,King's Row,Weapon Accuracy,0.148148148
579604,34623,HYBRID,King's Row,All Damage Done,21433.1042
579605,34623,HYBRID,King's Row,Assists,21.0
579606,34623,HYBRID,King's Row,Average Time Alive,72.07754764
