,esports_match_id,map_type,map_name,stat_name,stat_amount
8249,30993,CONTROL,Nepal,Assists,17.0
8250,30993,CONTROL,Nepal,Average Time Alive,85.4270025
8251,30993,CONTROL,Nepal,Barrier Damage Done,1490.0
8252,30993,CONTROL,Nepal,Damage - Quick Melee,280.77358250000003
8253,30993,CONTROL,Nepal,Damage Done,6340.371454
8254,30993,CONTROL,Nepal,Damage Taken,2068.897856
8255,30993,CONTROL,Nepal,Deaths,4.0
8256,30993,CONTROL,Nepal,Defensive Assists,16.0
8257,30993,CONTROL,Nepal,Eliminations,22.0
8258,30993,CONTROL,Nepal,Environmental Deaths,1.0
8259,30993,CONTROL,Nepal,Final Blows,5.0
8260,30993,CONTROL,Nepal,Healing Done,9174.509699
8261,30993,CONTROL,Nepal,Hero Damage Done,6340.371454
8262,30993,CONTROL,Nepal,Knockback Kills,13.0
8263,30993,CONTROL,Nepal,Melee Final Blows,2.0
8264,30993,CONTROL,Nepal,Melee Percentage of Final Blows,0.4
8265,30993,CONTROL,Nepal,Objective Kills,8.0
8266,30993,CONTROL,Nepal,Objective Time,64.90400196
8267,30993,CONTROL,Nepal,Offensive Assists,27.0
8268,30993,CONTROL,Nepal,Shots Fired,897.0
8269,30993,CONTROL,Nepal,Solo Kills,1.0
8270,30993,CONTROL,Nepal,Time Alive,597.9890174999999
8271,30993,CONTROL,Nepal,Time Building Ultimate,575.3230164
8272,30993,CONTROL,Nepal,Time Elapsed per Ultimate Earned,98.927038
8273,30993,CONTROL,Nepal,Time Holding Ultimate,39.54300114
8275,30993,CONTROL,Nepal,Ultimates Earned - Fractional,5.815629661
8276,30993,CONTROL,Nepal,Ultimates Used,3.0
8277,30993,CONTROL,Nepal,Weapon Accuracy,0.335492228
8330,30993,CONTROL,Nepal,All Damage Done,16242.376180000001
8331,30993,CONTROL,Nepal,Assists,16.0
8332,30993,CONTROL,Nepal,Average Time Alive,57.34687672
8333,30993,CONTROL,Nepal,Barrier Damage Done,5849.959477
8334,30993,CONTROL,Nepal,Damage - Quick Melee,55.39009666
8335,30993,CONTROL,Nepal,Damage Done,10391.4167
8336,30993,CONTROL,Nepal,Damage Taken,5067.381203
8337,30993,CONTROL,Nepal,Deaths,6.0
8338,30993,CONTROL,Nepal,Eliminations,30.0
8339,30993,CONTROL,Nepal,Final Blows,14.0
8340,30993,CONTROL,Nepal,Healing Done,1215.726957
8341,30993,CONTROL,Nepal,Hero Damage Done,10391.4167
8342,30993,CONTROL,Nepal,Melee Final Blows,1.0
8343,30993,CONTROL,Nepal,Melee Percentage of Final Blows,0.071428571
8344,30993,CONTROL,Nepal,Multikills,1.0
8345,30993,CONTROL,Nepal,Objective Kills,12.0
8346,30993,CONTROL,Nepal,Objective Time,48.40500146
8347,30993,CONTROL,Nepal,Shots Fired,5444.0
8348,30993,CONTROL,Nepal,Time Alive,577.9790172999999
8349,30993,CONTROL,Nepal,Time Building Ultimate,507.524015
8350,30993,CONTROL,Nepal,Time Elapsed per Ultimate Earned,96.22217962
8351,30993,CONTROL,Nepal,Time Holding Ultimate,123.2070037
8353,30993,CONTROL,Nepal,Ultimates Earned - Fractional,5.274501336
8354,30993,CONTROL,Nepal,Ultimates Used,3.0
8355,30993,CONTROL,Nepal,Weapon Accuracy,0.302754331
8447,30993,CONTROL,Nepal,All Damage Done,9330.460976
8448,30993,CONTROL,Nepal,Assists,20.0
8449,30993,CONTROL,Nepal,Average Time Alive,63.78133525
8450,30993,CONTROL,Nepal,Barrier Damage Done,2738.75
8451,30993,CONTROL,Nepal,Damage Blocked,3921.162917
8452,30993,CONTROL,Nepal,Damage Done,6588.960975999999
8453,30993,CONTROL,Nepal,Damage Taken,5528.734286
8454,30993,CONTROL,Nepal,Deaths,6.0
8455,30993,CONTROL,Nepal,Eliminations,28.0
8456,30993,CONTROL,Nepal,Final Blows,8.0
8457,30993,CONTROL,Nepal,Healing Done,424.7197375
8458,30993,CONTROL,Nepal,Hero Damage Done,6588.960975999999
8459,30993,CONTROL,Nepal,Multikills,1.0
8460,30993,CONTROL,Nepal,Objective Kills,9.0
8461,30993,CONTROL,Nepal,Objective Time,38.00300114
8462,30993,CONTROL,Nepal,Offensive Assists,4.0
8463,30993,CONTROL,Nepal,Shots Fired,246.0
8464,30993,CONTROL,Nepal,Time Alive,577.9730174
8465,30993,CONTROL,Nepal,Time Building Ultimate,553.5300162000001
8466,30993,CONTROL,Nepal,Time Elapsed per Ultimate Earned,104.42117579999999
8467,30993,CONTROL,Nepal,Time Holding Ultimate,130.0310038
8469,30993,CONTROL,Nepal,Ultimates Earned - Fractional,5.300936443
8470,30993,CONTROL,Nepal,Ultimates Used,3.0
8471,30993,CONTROL,Nepal,Weapon Accuracy,0.258064516
8524,30993,CONTROL,Nepal,All Damage Done,14994.282319999998
8525,30993,CONTROL,Nepal,Assists,15.0
8526,30993,CONTROL,Nepal,Average Time Alive,64.10800193
8527,30993,CONTROL,Nepal,Barrier Damage Done,4800.0
8528,30993,CONTROL,Nepal,Damage Blocked,15473.46609
8529,30993,CONTROL,Nepal,Damage Done,10135.2813
8530,30993,CONTROL,Nepal,Damage Taken,14292.637530000002
8531,30993,CONTROL,Nepal,Deaths,7.0
8532,30993,CONTROL,Nepal,Eliminations,24.0
8533,30993,CONTROL,Nepal,Final Blows,9.0
8534,30993,CONTROL,Nepal,Hero Damage Done,10135.2813
8535,30993,CONTROL,Nepal,Multikills,2.0
8536,30993,CONTROL,Nepal,Objective Kills,7.0
8537,30993,CONTROL,Nepal,Objective Time,45.31800137
8538,30993,CONTROL,Nepal,Offensive Assists,5.0
8539,30993,CONTROL,Nepal,Time Alive,576.9720173999999
8540,30993,CONTROL,Nepal,Time Building Ultimate,543.0550159
8541,30993,CONTROL,Nepal,Time Elapsed per Ultimate Earned,76.79025526
8542,30993,CONTROL,Nepal,Time Holding Ultimate,76.94600229
8544,30993,CONTROL,Nepal,Ultimates Earned - Fractional,7.071926171
8545,30993,CONTROL,Nepal,Ultimates Used,6.0
8582,30993,CONTROL,Nepal,All Damage Done,13616.85244
8583,30993,CONTROL,Nepal,Assists,18.0
8584,30993,CONTROL,Nepal,Average Time Alive,110.40594080000001
8585,30993,CONTROL,Nepal,Barrier Damage Done,5481.991577000001
8586,30993,CONTROL,Nepal,Damage - Quick Melee,140.0
8587,30993,CONTROL,Nepal,Damage Blocked,11650.441209999999
8588,30993,CONTROL,Nepal,Damage Done,7901.616873999999
8589,30993,CONTROL,Nepal,Damage Taken,12755.71317
8590,30993,CONTROL,Nepal,Deaths,6.0
8591,30993,CONTROL,Nepal,Eliminations,23.0
8592,30993,CONTROL,Nepal,Environmental Deaths,2.0
8593,30993,CONTROL,Nepal,Final Blows,5.0
8594,30993,CONTROL,Nepal,Hero Damage Done,7901.616873999999
8595,30993,CONTROL,Nepal,Knockback Kills,2.0
8596,30993,CONTROL,Nepal,Objective Kills,10.0
8597,30993,CONTROL,Nepal,Objective Time,58.26100176
8598,30993,CONTROL,Nepal,Offensive Assists,11.0
8599,30993,CONTROL,Nepal,Shots Fired,10530.0
8600,30993,CONTROL,Nepal,Time Alive,578.0210175
8601,30993,CONTROL,Nepal,Time Building Ultimate,466.1230136
8602,30993,CONTROL,Nepal,Time Elapsed per Ultimate Earned,41.52113436
8603,30993,CONTROL,Nepal,Time Holding Ultimate,166.97000490000002
8605,30993,CONTROL,Nepal,Ultimates Earned - Fractional,11.22616279
8606,30993,CONTROL,Nepal,Ultimates Used,5.0
8607,30993,CONTROL,Nepal,Weapon Accuracy,0.371769384
8681,30993,CONTROL,Nepal,All Damage Done,9404.690733
8682,30993,CONTROL,Nepal,Assists,25.0
8683,30993,CONTROL,Nepal,Average Time Alive,95.17244731
8684,30993,CONTROL,Nepal,Barrier Damage Done,2504.3221670000003
8685,30993,CONTROL,Nepal,Damage - Quick Melee,30.0
8686,30993,CONTROL,Nepal,Damage Done,6898.368567
8687,30993,CONTROL,Nepal,Damage Taken,3335.717639
8688,30993,CONTROL,Nepal,Deaths,5.0
8689,30993,CONTROL,Nepal,Defensive Assists,36.0
8690,30993,CONTROL,Nepal,Eliminations,27.0
8691,30993,CONTROL,Nepal,Final Blows,2.0
8692,30993,CONTROL,Nepal,Healing Done,16350.746319999998
8693,30993,CONTROL,Nepal,Hero Damage Done,6898.368567
8694,30993,CONTROL,Nepal,Objective Kills,7.0
8695,30993,CONTROL,Nepal,Objective Time,43.91800132
8696,30993,CONTROL,Nepal,Offensive Assists,2.0
8697,30993,CONTROL,Nepal,Shots Fired,330.0
8698,30993,CONTROL,Nepal,Time Alive,587.9660177999999
8699,30993,CONTROL,Nepal,Time Building Ultimate,444.1390125
8700,30993,CONTROL,Nepal,Time Elapsed per Ultimate Earned,52.82739608
8701,30993,CONTROL,Nepal,Time Holding Ultimate,139.7840041
8703,30993,CONTROL,Nepal,Ultimates Earned - Fractional,8.407361434
8704,30993,CONTROL,Nepal,Ultimates Used,10.0
8705,30993,CONTROL,Nepal,Weapon Accuracy,0.444444444
9353,30993,HYBRID,King's Row,All Damage Done,8380.026617
9354,30993,HYBRID,King's Row,Assists,10.0
9355,30993,HYBRID,King's Row,Average Time Alive,57.17984783
9356,30993,HYBRID,King's Row,Barrier Damage Done,1835.0
9357,30993,HYBRID,King's Row,Damage - Quick Melee,334.8841858
9358,30993,HYBRID,King's Row,Damage Done,6524.026617
9359,30993,HYBRID,King's Row,Damage Taken,4741.0314579999995
9360,30993,HYBRID,King's Row,Deaths,12.0
9361,30993,HYBRID,King's Row,Defensive Assists,16.0
9362,30993,HYBRID,King's Row,Eliminations,17.0
9363,30993,HYBRID,King's Row,Environmental Deaths,1.0
9364,30993,HYBRID,King's Row,Environmental Kills,1.0
9365,30993,HYBRID,King's Row,Final Blows,6.0
9366,30993,HYBRID,King's Row,Healing Done,8252.982156999999
9367,30993,HYBRID,King's Row,Hero Damage Done,6524.026617
9368,30993,HYBRID,King's Row,Knockback Kills,7.0
9369,30993,HYBRID,King's Row,Objective Kills,4.0
9370,30993,HYBRID,King's Row,Objective Time,89.5000027
9371,30993,HYBRID,King's Row,Offensive Assists,21.0
9372,30993,HYBRID,King's Row,Shots Fired,1077.0
9373,30993,HYBRID,King's Row,Time Alive,743.3380218
9374,30993,HYBRID,King's Row,Time Building Ultimate,704.1890202000001
9375,30993,HYBRID,King's Row,Time Elapsed per Ultimate Earned,129.16377269999998
9376,30993,HYBRID,King's Row,Time Holding Ultimate,124.40300359999999
9378,30993,HYBRID,King's Row,Ultimates Earned - Fractional,5.451908112000001
9379,30993,HYBRID,King's Row,Ultimates Used,4.0
9380,30993,HYBRID,King's Row,Weapon Accuracy,0.30546265300000003
9433,30993,HYBRID,King's Row,All Damage Done,15957.47709
9434,30993,HYBRID,King's Row,Assists,15.0
9435,30993,HYBRID,King's Row,Average Time Alive,81.42637744
9436,30993,HYBRID,King's Row,Barrier Damage Done,4180.787254999999
9437,30993,HYBRID,King's Row,Damage - Quick Melee,30.0
9438,30993,HYBRID,King's Row,Damage Done,11563.621509999999
9439,30993,HYBRID,King's Row,Damage Taken,6503.594904
9440,30993,HYBRID,King's Row,Deaths,9.0
9441,30993,HYBRID,King's Row,Eliminations,29.0
9442,30993,HYBRID,King's Row,Final Blows,14.0
9443,30993,HYBRID,King's Row,Healing Done,465.3305329
9444,30993,HYBRID,King's Row,Hero Damage Done,11563.621509999999
9445,30993,HYBRID,King's Row,Objective Kills,14.0
9446,30993,HYBRID,King's Row,Objective Time,79.68300241
9447,30993,HYBRID,King's Row,Shots Fired,2017.0
9448,30993,HYBRID,King's Row,Solo Kills,2.0
9449,30993,HYBRID,King's Row,Time Alive,772.7450232000001
9450,30993,HYBRID,King's Row,Time Building Ultimate,705.2820209
9451,30993,HYBRID,King's Row,Time Elapsed per Ultimate Earned,105.9189848
9452,30993,HYBRID,King's Row,Time Holding Ultimate,138.7250041
9454,30993,HYBRID,King's Row,Ultimates Earned - Fractional,6.658693171
9455,30993,HYBRID,King's Row,Ultimates Used,5.0
9456,30993,HYBRID,King's Row,Weapon Accuracy,0.29537572300000003
9540,30993,HYBRID,King's Row,All Damage Done,12566.56847
9541,30993,HYBRID,King's Row,Assists,19.0
9542,30993,HYBRID,King's Row,Average Time Alive,70.91947436
9543,30993,HYBRID,King's Row,Barrier Damage Done,3227.694788
9544,30993,HYBRID,King's Row,Damage - Quick Melee,85.0
9545,30993,HYBRID,King's Row,Damage Blocked,8934.378659
9546,30993,HYBRID,King's Row,Damage Done,9336.123679
9547,30993,HYBRID,King's Row,Damage Taken,8238.534743
9548,30993,HYBRID,King's Row,Deaths,9.0
9549,30993,HYBRID,King's Row,Eliminations,20.0
9550,30993,HYBRID,King's Row,Final Blows,1.0
9551,30993,HYBRID,King's Row,Healing Done,508.442332
9552,30993,HYBRID,King's Row,Hero Damage Done,9336.123679
9553,30993,HYBRID,King's Row,Knockback Kills,2.0
9554,30993,HYBRID,King's Row,Objective Kills,9.0
9555,30993,HYBRID,King's Row,Objective Time,106.7760032
9556,30993,HYBRID,King's Row,Offensive Assists,4.0
9557,30993,HYBRID,King's Row,Shots Fired,943.0
9558,30993,HYBRID,King's Row,Time Alive,769.7960231000001
9559,30993,HYBRID,King's Row,Time Building Ultimate,758.6820223
9560,30993,HYBRID,King's Row,Time Elapsed per Ultimate Earned,105.50662009999999
9561,30993,HYBRID,King's Row,Time Holding Ultimate,76.20100222
9563,30993,HYBRID,King's Row,Ultimates Earned - Fractional,7.190847562999999
9564,30993,HYBRID,King's Row,Ultimates Used,6.0
9565,30993,HYBRID,King's Row,Weapon Accuracy,0.24370709399999999
9642,30993,HYBRID,King's Row,All Damage Done,11080.89104
9643,30993,HYBRID,King's Row,Assists,14.0
9644,30993,HYBRID,King's Row,Average Time Alive,57.43492481
9645,30993,HYBRID,King's Row,Barrier Damage Done,3587.5
9646,30993,HYBRID,King's Row,Damage Blocked,24278.09789
9647,30993,HYBRID,King's Row,Damage Done,7327.141090000001
9648,30993,HYBRID,King's Row,Damage Taken,17288.8313
9649,30993,HYBRID,King's Row,Deaths,12.0
9650,30993,HYBRID,King's Row,Eliminations,21.0
9651,30993,HYBRID,King's Row,Final Blows,7.0
9652,30993,HYBRID,King's Row,Hero Damage Done,7327.141090000001
9653,30993,HYBRID,King's Row,Objective Kills,9.0
9654,30993,HYBRID,King's Row,Objective Time,195.82300580000003
9655,30993,HYBRID,King's Row,Offensive Assists,2.0
9656,30993,HYBRID,King's Row,Time Alive,746.6540225
9657,30993,HYBRID,King's Row,Time Building Ultimate,669.3400197000001
9658,30993,HYBRID,King's Row,Time Elapsed per Ultimate Earned,120.5594893
9659,30993,HYBRID,King's Row,Time Holding Ultimate,175.5040051
9661,30993,HYBRID,King's Row,Ultimates Earned - Fractional,5.551948035
9662,30993,HYBRID,King's Row,Ultimates Used,5.0
9699,30993,HYBRID,King's Row,All Damage Done,14818.55395
9700,30993,HYBRID,King's Row,Assists,16.0
9701,30993,HYBRID,King's Row,Average Time Alive,114.85271780000001
9702,30993,HYBRID,King's Row,Barrier Damage Done,3311.421828
9703,30993,HYBRID,King's Row,Damage - Quick Melee,300.0
9704,30993,HYBRID,King's Row,Damage Blocked,14733.5
9705,30993,HYBRID,King's Row,Damage Done,11488.63212
9706,30993,HYBRID,King's Row,Damage Taken,16939.30265
9707,30993,HYBRID,King's Row,Deaths,6.0
9708,30993,HYBRID,King's Row,Eliminations,31.0
9709,30993,HYBRID,King's Row,Final Blows,15.0
9710,30993,HYBRID,King's Row,Hero Damage Done,11488.63212
9711,30993,HYBRID,King's Row,Knockback Kills,14.0
9712,30993,HYBRID,King's Row,Objective Kills,11.0
9713,30993,HYBRID,King's Row,Objective Time,197.29200590000002
9714,30993,HYBRID,King's Row,Shots Fired,14226.0
9715,30993,HYBRID,King's Row,Solo Kills,2.0
9716,30993,HYBRID,King's Row,Time Alive,805.3550244
9717,30993,HYBRID,King's Row,Time Building Ultimate,759.6360222999999
9718,30993,HYBRID,King's Row,Time Elapsed per Ultimate Earned,52.60683937
9719,30993,HYBRID,King's Row,Time Holding Ultimate,102.458003
9721,30993,HYBRID,King's Row,Ultimates Earned - Fractional,14.43987191
9722,30993,HYBRID,King's Row,Ultimates Used,20.0
9723,30993,HYBRID,King's Row,Weapon Accuracy,0.347145188
9772,30993,HYBRID,King's Row,All Damage Done,5953.075914
9773,30993,HYBRID,King's Row,Assists,12.0
9774,30993,HYBRID,King's Row,Average Time Alive,67.84323122
9775,30993,HYBRID,King's Row,Barrier Damage Done,1449.28001
9776,30993,HYBRID,King's Row,Damage - Quick Melee,30.0
9777,30993,HYBRID,King's Row,Damage Done,4503.795905
9778,30993,HYBRID,King's Row,Damage Taken,3461.483969
9779,30993,HYBRID,King's Row,Deaths,9.0
9780,30993,HYBRID,King's Row,Defensive Assists,24.0
9781,30993,HYBRID,King's Row,Eliminations,13.0
9782,30993,HYBRID,King's Row,Final Blows,1.0
9783,30993,HYBRID,King's Row,Healing Done,19802.23401
9784,30993,HYBRID,King's Row,Hero Damage Done,4503.795905
9785,30993,HYBRID,King's Row,Objective Kills,6.0
9786,30993,HYBRID,King's Row,Objective Time,62.79500189
9787,30993,HYBRID,King's Row,Offensive Assists,7.0
9788,30993,HYBRID,King's Row,Shots Fired,376.0
9789,30993,HYBRID,King's Row,Time Alive,769.8400232000001
9790,30993,HYBRID,King's Row,Time Building Ultimate,635.1610182000001
9791,30993,HYBRID,King's Row,Time Elapsed per Ultimate Earned,79.56954401
9792,30993,HYBRID,King's Row,Time Holding Ultimate,203.97700590000002
9794,30993,HYBRID,King's Row,Ultimates Earned - Fractional,7.9824639710000005
9795,30993,HYBRID,King's Row,Ultimates Used,8.0
9796,30993,HYBRID,King's Row,Weapon Accuracy,0.231292517
10516,30993,ASSAULT,Hanamura,All Damage Done,4220.841156
10517,30993,ASSAULT,Hanamura,Assists,6.0
10518,30993,ASSAULT,Hanamura,Average Time Alive,44.21335845
10519,30993,ASSAULT,Hanamura,Barrier Damage Done,478.0
10520,30993,ASSAULT,Hanamura,Damage - Quick Melee,175.0
10521,30993,ASSAULT,Hanamura,Damage Blocked,252.03848050000002
10522,30993,ASSAULT,Hanamura,Damage Done,3727.8411560000004
10523,30993,ASSAULT,Hanamura,Damage Taken,3544.9561759999997
10524,30993,ASSAULT,Hanamura,Deaths,8.0
10525,30993,ASSAULT,Hanamura,Defensive Assists,8.0
10526,30993,ASSAULT,Hanamura,Eliminations,8.0
10527,30993,ASSAULT,Hanamura,Environmental Deaths,1.0
10528,30993,ASSAULT,Hanamura,Final Blows,2.0
10529,30993,ASSAULT,Hanamura,Healing Done,6933.215242
10530,30993,ASSAULT,Hanamura,Hero Damage Done,3727.8411560000004
10531,30993,ASSAULT,Hanamura,Knockback Kills,3.0
10532,30993,ASSAULT,Hanamura,Objective Kills,1.0
10533,30993,ASSAULT,Hanamura,Objective Time,24.89900075
10534,30993,ASSAULT,Hanamura,Offensive Assists,8.0
10535,30993,ASSAULT,Hanamura,Shots Fired,506.0
10536,30993,ASSAULT,Hanamura,Time Alive,438.80701289999996
10537,30993,ASSAULT,Hanamura,Time Building Ultimate,456.8240131
10538,30993,ASSAULT,Hanamura,Time Elapsed per Ultimate Earned,112.66469280000001
10539,30993,ASSAULT,Hanamura,Time Holding Ultimate,38.43000109
10541,30993,ASSAULT,Hanamura,Ultimates Earned - Fractional,4.054722039
10542,30993,ASSAULT,Hanamura,Ultimates Used,3.0
10543,30993,ASSAULT,Hanamura,Weapon Accuracy,0.279317697
10620,30993,ASSAULT,Hanamura,All Damage Done,8903.448869
10621,30993,ASSAULT,Hanamura,Assists,2.0
10622,30993,ASSAULT,Hanamura,Average Time Alive,30.94062593
10623,30993,ASSAULT,Hanamura,Barrier Damage Done,2848.3370449999998
10624,30993,ASSAULT,Hanamura,Damage Done,6055.111825
10625,30993,ASSAULT,Hanamura,Damage Taken,4700.086895
10626,30993,ASSAULT,Hanamura,Deaths,9.0
10627,30993,ASSAULT,Hanamura,Eliminations,7.0
10628,30993,ASSAULT,Hanamura,Final Blows,5.0
10629,30993,ASSAULT,Hanamura,Healing Done,970.2848193
10630,30993,ASSAULT,Hanamura,Hero Damage Done,6055.111825
10631,30993,ASSAULT,Hanamura,Objective Kills,2.0
10632,30993,ASSAULT,Hanamura,Objective Time,28.93800087
10633,30993,ASSAULT,Hanamura,Shots Fired,3752.0
10634,30993,ASSAULT,Hanamura,Time Alive,431.831013
10635,30993,ASSAULT,Hanamura,Time Building Ultimate,413.95701230000003
10636,30993,ASSAULT,Hanamura,Time Elapsed per Ultimate Earned,129.7113529
10637,30993,ASSAULT,Hanamura,Time Holding Ultimate,100.653003
10639,30993,ASSAULT,Hanamura,Ultimates Earned - Fractional,3.1913707089999996
10640,30993,ASSAULT,Hanamura,Ultimates Used,2.0
10641,30993,ASSAULT,Hanamura,Weapon Accuracy,0.294648829
10735,30993,ASSAULT,Hanamura,All Damage Done,5461.61119
10736,30993,ASSAULT,Hanamura,Assists,7.0
10737,30993,ASSAULT,Hanamura,Average Time Alive,29.67677867
10738,30993,ASSAULT,Hanamura,Barrier Damage Done,1988.0899969999998
10739,30993,ASSAULT,Hanamura,Damage - Quick Melee,30.0
10740,30993,ASSAULT,Hanamura,Damage Blocked,2973.595414
10741,30993,ASSAULT,Hanamura,Damage Done,3454.2031939999997
10742,30993,ASSAULT,Hanamura,Damage Taken,4692.82715
10743,30993,ASSAULT,Hanamura,Deaths,7.0
10744,30993,ASSAULT,Hanamura,Eliminations,9.0
10745,30993,ASSAULT,Hanamura,Final Blows,2.0
10746,30993,ASSAULT,Hanamura,Healing Done,606.3393083
10747,30993,ASSAULT,Hanamura,Hero Damage Done,3454.2031939999997
10748,30993,ASSAULT,Hanamura,Objective Kills,2.0
10749,30993,ASSAULT,Hanamura,Objective Time,16.82100051
10750,30993,ASSAULT,Hanamura,Offensive Assists,1.0
10751,30993,ASSAULT,Hanamura,Shots Fired,176.0
10752,30993,ASSAULT,Hanamura,Time Alive,446.08901339999994
10753,30993,ASSAULT,Hanamura,Time Building Ultimate,313.4920093
10754,30993,ASSAULT,Hanamura,Time Elapsed per Ultimate Earned,123.15776470000002
10755,30993,ASSAULT,Hanamura,Time Holding Ultimate,192.86900569999997
10757,30993,ASSAULT,Hanamura,Ultimates Earned - Fractional,2.545450626
10758,30993,ASSAULT,Hanamura,Ultimates Used,2.0
10759,30993,ASSAULT,Hanamura,Weapon Accuracy,0.155405405
10827,30993,ASSAULT,Hanamura,All Damage Done,5276.194004999999
10828,30993,ASSAULT,Hanamura,Assists,2.0
10829,30993,ASSAULT,Hanamura,Average Time Alive,34.92341772
10830,30993,ASSAULT,Hanamura,Barrier Damage Done,907.8866425000001
10831,30993,ASSAULT,Hanamura,Damage Blocked,8198.841945
10832,30993,ASSAULT,Hanamura,Damage Done,4368.307363
10833,30993,ASSAULT,Hanamura,Damage Taken,8132.6367
10834,30993,ASSAULT,Hanamura,Deaths,10.0
10835,30993,ASSAULT,Hanamura,Eliminations,6.0
10836,30993,ASSAULT,Hanamura,Final Blows,4.0
10837,30993,ASSAULT,Hanamura,Hero Damage Done,4368.307363
10838,30993,ASSAULT,Hanamura,Objective Kills,2.0
10839,30993,ASSAULT,Hanamura,Objective Time,10.93400033
10840,30993,ASSAULT,Hanamura,Time Alive,419.0810126
10841,30993,ASSAULT,Hanamura,Time Building Ultimate,427.4730126
10842,30993,ASSAULT,Hanamura,Time Elapsed per Ultimate Earned,110.3618511
10843,30993,ASSAULT,Hanamura,Time Holding Ultimate,85.65100256
10845,30993,ASSAULT,Hanamura,Ultimates Earned - Fractional,3.8733766089999997
10846,30993,ASSAULT,Hanamura,Ultimates Used,2.0
10879,30993,ASSAULT,Hanamura,All Damage Done,7804.036359000001
10880,30993,ASSAULT,Hanamura,Assists,10.0
10881,30993,ASSAULT,Hanamura,Average Time Alive,120.6791287
10882,30993,ASSAULT,Hanamura,Barrier Damage Done,2041.457804
10883,30993,ASSAULT,Hanamura,Damage - Quick Melee,200.0680084
10884,30993,ASSAULT,Hanamura,Damage Blocked,10389.90901
10885,30993,ASSAULT,Hanamura,Damage Done,5711.578555
10886,30993,ASSAULT,Hanamura,Damage Taken,9316.235131
10887,30993,ASSAULT,Hanamura,Deaths,5.0
10888,30993,ASSAULT,Hanamura,Eliminations,11.0
10889,30993,ASSAULT,Hanamura,Final Blows,1.0
10890,30993,ASSAULT,Hanamura,Hero Damage Done,5711.578555
10891,30993,ASSAULT,Hanamura,Knockback Kills,1.0
10892,30993,ASSAULT,Hanamura,Melee Final Blows,1.0
10893,30993,ASSAULT,Hanamura,Melee Percentage of Final Blows,1.0
10894,30993,ASSAULT,Hanamura,Objective Time,60.42400183
10895,30993,ASSAULT,Hanamura,Offensive Assists,5.0
10896,30993,ASSAULT,Hanamura,Shots Fired,6019.0
10897,30993,ASSAULT,Hanamura,Solo Kills,1.0
10898,30993,ASSAULT,Hanamura,Time Alive,481.91601460000004
10899,30993,ASSAULT,Hanamura,Time Building Ultimate,409.428012
10900,30993,ASSAULT,Hanamura,Time Elapsed per Ultimate Earned,73.8258234
10901,30993,ASSAULT,Hanamura,Time Holding Ultimate,103.9340031
10903,30993,ASSAULT,Hanamura,Ultimates Earned - Fractional,5.545864485
10904,30993,ASSAULT,Hanamura,Ultimates Used,7.0
10905,30993,ASSAULT,Hanamura,Weapon Accuracy,0.342174075
10980,30993,ASSAULT,Hanamura,All Damage Done,5406.833817
10981,30993,ASSAULT,Hanamura,Assists,1.0
10982,30993,ASSAULT,Hanamura,Average Time Alive,48.97555704
10983,30993,ASSAULT,Hanamura,Barrier Damage Done,1172.539999
10984,30993,ASSAULT,Hanamura,Damage Done,4233.293817
10985,30993,ASSAULT,Hanamura,Damage Taken,3107.153639
10986,30993,ASSAULT,Hanamura,Deaths,8.0
10987,30993,ASSAULT,Hanamura,Defensive Assists,6.0
10988,30993,ASSAULT,Hanamura,Eliminations,3.0
10989,30993,ASSAULT,Hanamura,Final Blows,2.0
10990,30993,ASSAULT,Hanamura,Healing Done,5918.540638
10991,30993,ASSAULT,Hanamura,Hero Damage Done,4233.293817
10992,30993,ASSAULT,Hanamura,Objective Kills,1.0
10993,30993,ASSAULT,Hanamura,Objective Time,12.06800036
10994,30993,ASSAULT,Hanamura,Shots Fired,317.0
10995,30993,ASSAULT,Hanamura,Time Alive,440.78001330000006
10996,30993,ASSAULT,Hanamura,Time Building Ultimate,405.6490117
10997,30993,ASSAULT,Hanamura,Time Elapsed per Ultimate Earned,100.2286221
10998,30993,ASSAULT,Hanamura,Time Holding Ultimate,89.16500259
11000,30993,ASSAULT,Hanamura,Ultimates Earned - Fractional,4.047237237
11001,30993,ASSAULT,Hanamura,Ultimates Used,3.0
11002,30993,ASSAULT,Hanamura,Weapon Accuracy,0.470588235
11639,30993,PAYLOAD,Dorado,All Damage Done,5892.6532369999995
11640,30993,PAYLOAD,Dorado,Assists,12.0
11641,30993,PAYLOAD,Dorado,Average Time Alive,106.26100320000002
11642,30993,PAYLOAD,Dorado,Barrier Damage Done,1380.0
11643,30993,PAYLOAD,Dorado,Damage - Quick Melee,90.0
11644,30993,PAYLOAD,Dorado,Damage Blocked,625.1634122
11645,30993,PAYLOAD,Dorado,Damage Done,4437.6532369999995
11646,30993,PAYLOAD,Dorado,Damage Taken,2957.063407
11647,30993,PAYLOAD,Dorado,Deaths,5.0
11648,30993,PAYLOAD,Dorado,Defensive Assists,31.0
11649,30993,PAYLOAD,Dorado,Eliminations,16.0
11650,30993,PAYLOAD,Dorado,Final Blows,4.0
11651,30993,PAYLOAD,Dorado,Healing Done,9682.982541
11652,30993,PAYLOAD,Dorado,Hero Damage Done,4437.6532369999995
11653,30993,PAYLOAD,Dorado,Knockback Kills,9.0
